guid,part_name,ATTRIBUTE_TYPE,ATTRIBUTE_VALUE,remark,determiner,DETERMINED_DATE
CHAS:Herp:3248,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3262,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3263,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3264,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3265,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3266,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3267,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3301,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3302,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3358,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3359,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3360,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3419,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3662,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3155, 3247-8, 3262-7, 3301-2, 3358-60, 3419, 3662",John Archer,2020-01-23
CHAS:Herp:3674,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3674, 3695-6, 3711",John Archer,2020-01-23
CHAS:Herp:3695,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3674, 3695-6, 3711",John Archer,2020-01-23
CHAS:Herp:3696,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3674, 3695-6, 3711",John Archer,2020-01-23
CHAS:Herp:3711,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 3674, 3695-6, 3711",John Archer,2020-01-23
CHAS:Herp:4891,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:4892,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:4893,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:4894,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:4895,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:5335,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:5336,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:6454,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:6455,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:6456,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:6457,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 4891-5,  5335-6, 6454-7",John Archer,2020-01-23
CHAS:Herp:7173,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 7173-4, 7177",John Archer,2020-01-23
CHAS:Herp:7174,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 7173-4, 7177",John Archer,2020-01-23
CHAS:Herp:7177,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 7173-4, 7177",John Archer,2020-01-23
CHAS:Herp:15602,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9, 15602-3",John Archer,2020-01-23
CHAS:Herp:15603,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9, 15602-3",John Archer,2020-01-23
CHAS:Herp:9530,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9530, 9733, 9819-20, 9826, 9888, 9906",John Archer,2020-01-23
CHAS:Herp:9733,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9530, 9733, 9819-20, 9826, 9888, 9906",John Archer,2020-01-23
CHAS:Herp:9819,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9530, 9733, 9819-20, 9826, 9888, 9906",John Archer,2020-01-23
CHAS:Herp:9820,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9530, 9733, 9819-20, 9826, 9888, 9906",John Archer,2020-01-23
CHAS:Herp:9826,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9530, 9733, 9819-20, 9826, 9888, 9906",John Archer,2020-01-23
CHAS:Herp:9888,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9530, 9733, 9819-20, 9826, 9888, 9906",John Archer,2020-01-23
CHAS:Herp:9906,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9530, 9733, 9819-20, 9826, 9888, 9906",John Archer,2020-01-23
CHAS:Herp:9583,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,Stored in jar with CHAS 9583-4,John Archer,2020-01-23
CHAS:Herp:9584,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,Stored in jar with CHAS 9583-4,John Archer,2020-01-23
CHAS:Herp:9610,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9611,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9612,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9613,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9614,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9624,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9625,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9626,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9628,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9629,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9630,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9610-4, 9624-30",John Archer,2020-01-23
CHAS:Herp:9686,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9686, 9730, 9745, 9775-9",John Archer,2020-01-23
CHAS:Herp:9730,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9686, 9730, 9745, 9775-9",John Archer,2020-01-23
CHAS:Herp:9745,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9686, 9730, 9745, 9775-9",John Archer,2020-01-23
CHAS:Herp:9775,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9686, 9730, 9745, 9775-9",John Archer,2020-01-23
CHAS:Herp:9776,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9686, 9730, 9745, 9775-9",John Archer,2020-01-23
CHAS:Herp:9777,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9686, 9730, 9745, 9775-9",John Archer,2020-01-23
CHAS:Herp:9778,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9686, 9730, 9745, 9775-9",John Archer,2020-01-23
CHAS:Herp:9779,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9686, 9730, 9745, 9775-9",John Archer,2020-01-23
CHAS:Herp:9702,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9702-3, 9711-5",John Archer,2020-01-23
CHAS:Herp:9703,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9702-3, 9711-5",John Archer,2020-01-23
CHAS:Herp:9711,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9702-3, 9711-5",John Archer,2020-01-23
CHAS:Herp:9712,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9702-3, 9711-5",John Archer,2020-01-23
CHAS:Herp:9713,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9702-3, 9711-5",John Archer,2020-01-23
CHAS:Herp:9714,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9702-3, 9711-5",John Archer,2020-01-23
CHAS:Herp:9715,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9702-3, 9711-5",John Archer,2020-01-23
CHAS:Herp:9829,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9829, 10005",John Archer,2020-01-23
CHAS:Herp:10005,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,"Stored in jar with CHAS 9829, 10005",John Archer,2020-01-23
CHAS:Herp:9804,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9805,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9806,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9807,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9808,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9809,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9810,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9811,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9812,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9813,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9814,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9815,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:9816,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:11406,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf B,,Dawn R. Roberts,2014-09-17
CHAS:Herp:10001,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10002,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10003,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10004,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10107,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10108,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10109,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10110,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10111,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10112,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10113,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10114,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10115,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10116,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10117,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10118,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10119,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10120,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10121,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 10001-4, 10107-21",John Archer,2020-01-23
CHAS:Herp:10589,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 10589-95,John Archer,2020-01-23
CHAS:Herp:10590,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 10589-95,John Archer,2020-01-23
CHAS:Herp:10591,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 10589-95,John Archer,2020-01-23
CHAS:Herp:10592,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 10589-95,John Archer,2020-01-23
CHAS:Herp:10593,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 10589-95,John Archer,2020-01-23
CHAS:Herp:10594,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 10589-95,John Archer,2020-01-23
CHAS:Herp:10595,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 10589-95,John Archer,2020-01-23
CHAS:Herp:11187,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 11187, 16947",John Archer,2020-01-23
CHAS:Herp:16947,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 11187, 16947",John Archer,2020-01-23
CHAS:Herp:11386,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 11386-7,John Archer,2020-01-23
CHAS:Herp:11387,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 11386-7,John Archer,2020-01-23
CHAS:Herp:12626,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 12626-31,John Archer,2020-01-23
CHAS:Herp:12627,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 12626-31,John Archer,2020-01-23
CHAS:Herp:12628,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 12626-31,John Archer,2020-01-23
CHAS:Herp:12629,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 12626-31,John Archer,2020-01-23
CHAS:Herp:12630,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 12626-31,John Archer,2020-01-23
CHAS:Herp:12631,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 12626-31,John Archer,2020-01-23
CHAS:Herp:13518,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 13518-9,John Archer,2020-01-23
CHAS:Herp:13519,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 13518-9,John Archer,2020-01-23
CHAS:Herp:13520,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 13520-1,John Archer,2020-01-23
CHAS:Herp:13521,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 13520-1,John Archer,2020-01-23
CHAS:Herp:15695,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 15695-9,John Archer,2020-01-23
CHAS:Herp:15696,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 15695-9,John Archer,2020-01-23
CHAS:Herp:15697,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 15695-9,John Archer,2020-01-23
CHAS:Herp:15698,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 15695-9,John Archer,2020-01-23
CHAS:Herp:15699,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 15695-9,John Archer,2020-01-23
CHAS:Herp:16024,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 16024-5, 16578-80",John Archer,2020-01-23
CHAS:Herp:16025,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 16024-5, 16578-80",John Archer,2020-01-23
CHAS:Herp:16578,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 16024-5, 16578-80",John Archer,2020-01-23
CHAS:Herp:16579,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 16024-5, 16578-80",John Archer,2020-01-23
CHAS:Herp:16580,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 16024-5, 16578-80",John Archer,2020-01-23
CHAS:Herp:17882,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 17882-4,John Archer,2020-01-23
CHAS:Herp:17883,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 17882-4,John Archer,2020-01-23
CHAS:Herp:17884,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,Stored in jar with CHAS 17882-4,John Archer,2020-01-23
CHAS:Herp:2897,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 2897, 2936-7, 3126, 3669-71",John Archer,2020-01-23
CHAS:Herp:2936,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 2897, 2936-7, 3126, 3669-71",John Archer,2020-01-23
CHAS:Herp:2937,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 2897, 2936-7, 3126, 3669-71",John Archer,2020-01-23
CHAS:Herp:3126,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 2897, 2936-7, 3126, 3669-71",John Archer,2020-01-23
CHAS:Herp:3669,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 2897, 2936-7, 3126, 3669-71",John Archer,2020-01-23
CHAS:Herp:3670,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 2897, 2936-7, 3126, 3669-71",John Archer,2020-01-23
CHAS:Herp:3671,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 2897, 2936-7, 3126, 3669-71",John Archer,2020-01-23
CHAS:Herp:3337,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:3349,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:3394,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:3496,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:3497,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:3709,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:3710,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:9595,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:9596,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:9597,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:9598,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
CHAS:Herp:9759,whole organism (70% ethanol),location,Reebie: Locker 304A: Unit 20: Shelf C,"Stored in jar with CHAS 3337, 3349, 3394, 3496-7, 3709-10, 9595-8, 9759",John Archer,2020-01-23
